Epoch,Train_Loss,Train_Acc,Train_Precision,Train_Recall,Train_F1,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,0.8789534918320032,0.5763239875389408,0.37928255173036957,0.39004770442466546,0.3795588644334394,0.8331716259320577,0.6681222707423581,0.4478864734299517,0.45523609163160356,0.443443268305485
2,0.6671334030451598,0.721183800623053,0.478932547734249,0.500333504087426,0.48927600729659715,0.6510283728440602,0.74235807860262,0.503970709570957,0.5336605890603086,0.5092255892255892
3,0.5688597348369198,0.7749221183800623,0.5152534113060429,0.538724715943452,0.526537577103883,0.5997966468334198,0.7685589519650655,0.5090909090909091,0.5404394576905096,0.5242747797886521
